LShankACCX,LShankACCY,LShankACCZ,LShankGYROX,LShankGYROY,LShankGYROZ,RShankACCX,RShankACCY,RShankACCZ,RShankGYROX,RShankGYROY,RShankGYROZ,WaistACCX,WaistACCY,WaistACCZ,WaistGYROX,WaistGYROY,WaistGYROZ,ArmACCX,ArmACCY,ArmACCZ,ArmGYROX,ArmGYROY,ArmGYROZ,SC
7761,-765,-3447,-117,-11,-3,7761,-765,-3447,-117,-11,-3,-627,5306,5953,59,52,9,-627,5306,5953,59,52,9,1616
7772,-753,-3456,-109,-13,-2,7772,-753,-3456,-109,-13,-2,-658,5365,5917,67,63,6,-658,5365,5917,67,63,6,1620
7752,-795,-3429,-115,-9,-4,7752,-795,-3429,-115,-9,-4,-644,5338,5957,50,36,0,-644,5338,5957,50,36,0,1617
7757,-743,-3447,-107,-14,-2,7757,-743,-3447,-107,-14,-2,-653,5356,5913,68,53,-2,-653,5356,5913,68,53,-2,1620
7758,-766,-3439,-111,-11,-2,7758,-766,-3439,-111,-11,-2,-626,5342,5966,68,76,-17,-626,5342,5966,68,76,-17,1619
7755,-756,-3454,-108,-12,-5,7755,-756,-3454,-108,-12,-5,-593,5414,5943,53,61,7,-593,5414,5943,53,61,7,1615
7745,-768,-3471,-111,-11,-2,7745,-768,-3471,-111,-11,-2,-621,5291,5919,38,43,24,-621,5291,5919,38,43,24,1615
7768,-768,-3443,-105,-15,-3,7768,-768,-3443,-105,-15,-3,-609,5318,5936,81,42,-14,-609,5318,5936,81,42,-14,1620
7762,-752,-3429,-109,-17,-3,7762,-752,-3429,-109,-17,-3,-626,5287,5972,68,43,-4,-626,5287,5972,68,43,-4,1620
7766,-747,-3455,-113,-12,-2,7766,-747,-3455,-113,-12,-2,-646,5381,5981,27,68,26,-646,5381,5981,27,68,26,1616
7764,-780,-3476,-108,-14,-6,7764,-780,-3476,-108,-14,-6,-642,5357,5976,65,74,-3,-642,5357,5976,65,74,-3,1616
7764,-772,-3471,-110,-14,-4,7764,-772,-3471,-110,-14,-4,-662,5360,5946,55,48,9,-662,5360,5946,55,48,9,1624
7752,-755,-3460,-110,-12,-3,7752,-755,-3460,-110,-12,-3,-641,5391,5974,66,55,-4,-641,5391,5974,66,55,-4,1621
7790,-765,-3429,-109,-11,-4,7790,-765,-3429,-109,-11,-4,-582,5400,5908,55,33,5,-582,5400,5908,55,33,5,1619
7762,-770,-3441,-111,-8,-2,7762,-770,-3441,-111,-8,-2,-643,5379,5968,73,50,-10,-643,5379,5968,73,50,-10,1621
7763,-784,-3456,-106,-14,-3,7763,-784,-3456,-106,-14,-3,-611,5372,5907,82,48,-21,-611,5372,5907,82,48,-21,1620
7768,-772,-3471,-107,-14,-5,7768,-772,-3471,-107,-14,-5,-649,5343,5923,55,48,0,-649,5343,5923,55,48,0,1625
7744,-773,-3455,-109,-13,-6,7744,-773,-3455,-109,-13,-6,-626,5353,5922,66,51,5,-626,5353,5922,66,51,5,1611
7776,-751,-3446,-110,-12,-4,7776,-751,-3446,-110,-12,-4,-606,5392,5946,39,43,22,-606,5392,5946,39,43,22,1617
7752,-770,-3469,-109,-13,-2,7752,-770,-3469,-109,-13,-2,-679,5370,5975,50,48,14,-679,5370,5975,50,48,14,1625
7757,-742,-3415,-110,-12,-1,7757,-742,-3415,-110,-12,-1,-621,5345,5974,70,26,-4,-621,5345,5974,70,26,-4,1621
7759,-771,-3476,-105,-14,-4,7759,-771,-3476,-105,-14,-4,-623,5336,5952,61,54,12,-623,5336,5952,61,54,12,1620
7775,-759,-3468,-114,-10,-4,7775,-759,-3468,-114,-10,-4,-655,5382,5987,53,30,9,-655,5382,5987,53,30,9,1621
7773,-768,-3430,-111,-13,-2,7773,-768,-3430,-111,-13,-2,-626,5345,5954,50,57,9,-626,5345,5954,50,57,9,1618
7746,-773,-3439,-108,-13,-5,7746,-773,-3439,-108,-13,-5,-656,5352,5957,66,50,4,-656,5352,5957,66,50,4,1611
7758,-740,-3441,-109,-11,-4,7758,-740,-3441,-109,-11,-4,-641,5389,5941,69,63,-1,-641,5389,5941,69,63,-1,1616
7765,-786,-3454,-111,-10,-6,7765,-786,-3454,-111,-10,-6,-671,5372,5987,53,51,5,-671,5372,5987,53,51,5,1624
7749,-777,-3471,-109,-13,-3,7749,-777,-3471,-109,-13,-3,-661,5352,5946,62,47,5,-661,5352,5946,62,47,5,1625
7749,-749,-3463,-112,-11,-2,7749,-749,-3463,-112,-11,-2,-673,5326,5922,54,53,17,-673,5326,5922,54,53,17,1625
7775,-787,-3462,-107,-14,-6,7775,-787,-3462,-107,-14,-6,-636,5349,5972,64,73,-2,-636,5349,5972,64,73,-2,1616
7762,-775,-3482,-112,-13,-2,7762,-775,-3482,-112,-13,-2,-648,5389,5981,71,63,2,-648,5389,5981,71,63,2,1614
7765,-777,-3440,-115,-10,-6,7765,-777,-3440,-115,-10,-6,-635,5374,5953,52,28,19,-635,5374,5953,52,28,19,1613
7775,-749,-3434,-107,-13,-1,7775,-749,-3434,-107,-13,-1,-655,5370,5970,60,56,14,-655,5370,5970,60,56,14,1611
7756,-754,-3432,-108,-9,-3,7756,-754,-3432,-108,-9,-3,-679,5333,5960,40,35,5,-679,5333,5960,40,35,5,1619
7791,-771,-3435,-110,-14,-3,7791,-771,-3435,-110,-14,-3,-641,5351,5925,72,65,-14,-641,5351,5925,72,65,-14,1618
7761,-768,-3442,-112,-10,-4,7761,-768,-3442,-112,-10,-4,-640,5389,6000,39,51,26,-640,5389,6000,39,51,26,1617
7752,-777,-3453,-106,-13,-3,7752,-777,-3453,-106,-13,-3,-642,5334,5937,71,59,-3,-642,5334,5937,71,59,-3,1620
7783,-775,-3467,-108,-14,-3,7783,-775,-3467,-108,-14,-3,-623,5349,5954,75,41,-12,-623,5349,5954,75,41,-12,1620
7780,-769,-3413,-107,-14,-4,7780,-769,-3413,-107,-14,-4,-616,5312,5937,40,57,12,-616,5312,5937,40,57,12,1610
7752,-773,-3472,-108,-13,-4,7752,-773,-3472,-108,-13,-4,-696,5335,5953,49,47,13,-696,5335,5953,49,47,13,1620
7773,-790,-3478,-113,-11,-2,7773,-790,-3478,-113,-11,-2,-672,5373,5934,53,40,8,-672,5373,5934,53,40,8,1622
7758,-740,-3433,-111,-9,-4,7758,-740,-3433,-111,-9,-4,-666,5321,5945,55,59,1,-666,5321,5945,55,59,1,1623
7754,-774,-3461,-105,-14,-5,7754,-774,-3461,-105,-14,-5,-628,5340,5926,59,56,12,-628,5340,5926,59,56,12,1620
7762,-779,-3454,-111,-12,-2,7762,-779,-3454,-111,-12,-2,-618,5350,5996,54,60,5,-618,5350,5996,54,60,5,1618
7761,-749,-3425,-104,-14,-1,7761,-749,-3425,-104,-14,-1,-620,5364,5981,57,34,10,-620,5364,5981,57,34,10,1617
7753,-784,-3416,-111,-14,-2,7753,-784,-3416,-111,-14,-2,-672,5359,5951,44,45,15,-672,5359,5951,44,45,15,1621
7770,-795,-3462,-115,-12,-5,7770,-795,-3462,-115,-12,-5,-662,5303,5966,39,47,15,-662,5303,5966,39,47,15,1622
7763,-763,-3474,-114,-9,-3,7763,-763,-3474,-114,-9,-3,-642,5323,5948,46,46,11,-642,5323,5948,46,46,11,1622
7791,-763,-3474,-114,-12,-2,7791,-763,-3474,-114,-12,-2,-658,5352,5955,45,51,9,-658,5352,5955,45,51,9,1622
7769,-786,-3440,-106,-14,-3,7769,-786,-3440,-106,-14,-3,-622,5364,5917,83,47,-21,-622,5364,5917,83,47,-21,1620
7777,-758,-3462,-112,-10,-3,7777,-758,-3462,-112,-10,-3,-620,5318,5948,54,47,10,-620,5318,5948,54,47,10,1615
7791,-759,-3453,-111,-14,-4,7791,-759,-3453,-111,-14,-4,-655,5355,5980,60,55,17,-655,5355,5980,60,55,17,1611
7755,-771,-3457,-112,-12,-1,7755,-771,-3457,-112,-12,-1,-639,5331,6002,64,70,5,-639,5331,6002,64,70,5,1618
7759,-787,-3450,-111,-13,-2,7759,-787,-3450,-111,-13,-2,-631,5375,5949,72,30,6,-631,5375,5949,72,30,6,1621
7754,-779,-3455,-112,-11,-1,7754,-779,-3455,-112,-11,-1,-650,5334,5951,50,24,11,-650,5334,5951,50,24,11,1621
7769,-782,-3445,-110,-12,-2,7769,-782,-3445,-110,-12,-2,-617,5356,5973,52,60,7,-617,5356,5973,52,60,7,1618
7776,-767,-3436,-109,-16,-4,7776,-767,-3436,-109,-16,-4,-622,5287,5913,63,40,-1,-622,5287,5913,63,40,-1,1620
7770,-756,-3470,-107,-16,-2,7770,-756,-3470,-107,-16,-2,-629,5357,5958,84,54,-14,-629,5357,5958,84,54,-14,1620
7777,-757,-3486,-112,-11,-1,7777,-757,-3486,-112,-11,-1,-679,5360,5931,50,61,10,-679,5360,5931,50,61,10,1624
7785,-768,-3424,-109,-13,-2,7785,-768,-3424,-109,-13,-2,-668,5315,5952,67,53,1,-668,5315,5952,67,53,1,1621
7767,-759,-3453,-109,-12,-5,7767,-759,-3453,-109,-12,-5,-657,5356,5949,55,36,11,-657,5356,5949,55,36,11,1619
7782,-737,-3454,-114,-11,-5,7782,-737,-3454,-114,-11,-5,-600,5366,5929,63,64,-5,-600,5366,5929,63,64,-5,1615
7764,-775,-3458,-113,-13,-2,7764,-775,-3458,-113,-13,-2,-658,5383,6020,45,54,13,-658,5383,6020,45,54,13,1624
7771,-766,-3419,-108,-13,-3,7771,-766,-3419,-108,-13,-3,-639,5338,5960,51,44,8,-639,5338,5960,51,44,8,1622
7746,-778,-3457,-109,-13,-4,7746,-778,-3457,-109,-13,-4,-641,5317,5931,61,59,14,-641,5317,5931,61,59,14,1610
7753,-768,-3425,-106,-13,-2,7753,-768,-3425,-106,-13,-2,-627,5375,5981,55,33,11,-627,5375,5981,55,33,11,1616
7765,-761,-3447,-104,-12,-2,7765,-761,-3447,-104,-12,-2,-635,5376,5973,63,59,11,-635,5376,5973,63,59,11,1610
7743,-765,-3495,-110,-12,-5,7743,-765,-3495,-110,-12,-5,-652,5364,5969,51,45,8,-652,5364,5969,51,45,8,1625
7771,-767,-3445,-112,-11,-4,7771,-767,-3445,-112,-11,-4,-648,5340,5996,20,60,34,-648,5340,5996,20,60,34,1615
7768,-791,-3456,-112,-9,-1,7768,-791,-3456,-112,-9,-1,-673,5374,5992,60,55,6,-673,5374,5992,60,55,6,1623
7757,-767,-3454,-108,-11,-4,7757,-767,-3454,-108,-11,-4,-648,5372,6012,54,45,5,-648,5372,6012,54,45,5,1618
7766,-766,-3434,-109,-13,-2,7766,-766,-3434,-109,-13,-2,-651,5364,5931,57,32,15,-651,5364,5931,57,32,15,1621
7772,-763,-3435,-108,-13,-1,7772,-763,-3435,-108,-13,-1,-640,5356,6001,75,60,13,-640,5356,6001,75,60,13,1621
7753,-759,-3440,-112,-10,-4,7753,-759,-3440,-112,-10,-4,-635,5360,6019,20,56,40,-635,5360,6019,20,56,40,1615
7772,-816,-3416,-109,-14,-3,7772,-816,-3416,-109,-14,-3,-655,5355,5947,42,44,15,-655,5355,5947,42,44,15,1621
7747,-759,-3469,-112,-10,-2,7747,-759,-3469,-112,-10,-2,-671,5323,5921,53,53,18,-671,5323,5921,53,53,18,1625
7759,-766,-3442,-108,-12,-3,7759,-766,-3442,-108,-12,-3,-642,5363,5908,64,38,19,-642,5363,5908,64,38,19,1613
7772,-740,-3474,-108,-10,-4,7772,-740,-3474,-108,-10,-4,-646,5367,6002,30,50,28,-646,5367,6002,30,50,28,1617
7767,-788,-3444,-114,-11,-5,7767,-788,-3444,-114,-11,-5,-642,5345,5951,52,62,16,-642,5345,5951,52,62,16,1620
7765,-775,-3469,-104,-14,-5,7765,-775,-3469,-104,-14,-5,-680,5393,5963,58,56,11,-680,5393,5963,58,56,11,1624
7751,-781,-3442,-110,-11,-3,7751,-781,-3442,-110,-11,-3,-617,5338,5946,57,26,-2,-617,5338,5946,57,26,-2,1612
7767,-750,-3466,-112,-12,-2,7767,-750,-3466,-112,-12,-2,-664,5376,5981,49,44,5,-664,5376,5981,49,44,5,1621
7768,-769,-3461,-111,-14,-3,7768,-769,-3461,-111,-14,-3,-614,5402,5963,70,80,-8,-614,5402,5963,70,80,-8,1616
7766,-767,-3481,-108,-13,-4,7766,-767,-3481,-108,-13,-4,-677,5350,5941,43,40,18,-677,5350,5941,43,40,18,1626
7775,-775,-3438,-112,-12,-1,7775,-775,-3438,-112,-12,-1,-649,5345,5936,28,53,24,-649,5345,5936,28,53,24,1620
7777,-761,-3457,-112,-11,-2,7777,-761,-3457,-112,-11,-2,-626,5312,5936,52,43,12,-626,5312,5936,52,43,12,1616
7753,-741,-3459,-112,-11,-2,7753,-741,-3459,-112,-11,-2,-676,5329,5923,54,53,17,-676,5329,5923,54,53,17,1625
7773,-777,-3465,-107,-13,-3,7773,-777,-3465,-107,-13,-3,-690,5331,5977,47,43,14,-690,5331,5977,47,43,14,1621
7764,-770,-3494,-113,-11,-3,7764,-770,-3494,-113,-11,-3,-654,5371,5956,50,25,9,-654,5371,5956,50,25,9,1621
7758,-792,-3419,-111,-13,-3,7758,-792,-3419,-111,-13,-3,-660,5334,5975,52,65,1,-660,5334,5975,52,65,1,1622
7771,-780,-3432,-106,-14,-3,7771,-780,-3432,-106,-14,-3,-631,5343,5944,63,47,0,-631,5343,5944,63,47,0,1612
7769,-763,-3471,-112,-10,-4,7769,-763,-3471,-112,-10,-4,-649,5353,5963,53,50,11,-649,5353,5963,53,50,11,1624
7764,-782,-3493,-108,-14,-4,7764,-782,-3493,-108,-14,-4,-632,5376,5928,43,57,13,-632,5376,5928,43,57,13,1622
7775,-773,-3438,-108,-12,-4,7775,-773,-3438,-108,-12,-4,-649,5392,5975,38,33,10,-649,5392,5975,38,33,10,1619
7757,-758,-3481,-110,-10,-4,7757,-758,-3481,-110,-10,-4,-648,5368,5956,48,52,10,-648,5368,5956,48,52,10,1625
7733,-757,-3461,-110,-14,-4,7733,-757,-3461,-110,-14,-4,-630,5342,5941,49,37,6,-630,5342,5941,49,37,6,1612
7768,-767,-3445,-105,-15,-3,7768,-767,-3445,-105,-15,-3,-603,5315,5931,80,42,-13,-603,5315,5931,80,42,-13,1620
7759,-753,-3430,-108,-9,-2,7759,-753,-3430,-108,-9,-2,-676,5328,5965,42,34,4,-676,5328,5965,42,34,4,1619
7769,-786,-3426,-115,-10,-3,7769,-786,-3426,-115,-10,-3,-638,5351,5943,50,34,-1,-638,5351,5943,50,34,-1,1617
7768,-766,-3423,-105,-11,-5,7768,-766,-3423,-105,-11,-5,-625,5320,5931,68,78,-5,-625,5320,5931,68,78,-5,1616
7760,-760,-3443,-109,-13,-4,7760,-760,-3443,-109,-13,-4,-616,5381,5908,54,30,3,-616,5381,5908,54,30,3,1612
7788,-760,-3472,-102,-13,-4,7788,-760,-3472,-102,-13,-4,-601,5374,5953,53,42,19,-601,5374,5953,53,42,19,1614
7740,-760,-3428,-110,-13,-5,7740,-760,-3428,-110,-13,-5,-686,5389,5966,47,55,10,-686,5389,5966,47,55,10,1625
7769,-790,-3461,-115,-12,-3,7769,-790,-3461,-115,-12,-3,-678,5308,5937,52,43,12,-678,5308,5937,52,43,12,1625
7776,-766,-3465,-106,-15,-3,7776,-766,-3465,-106,-15,-3,-625,5311,5980,47,46,23,-625,5311,5980,47,46,23,1620
7750,-765,-3505,-113,-12,-1,7750,-765,-3505,-113,-12,-1,-674,5364,5962,50,47,4,-674,5364,5962,50,47,4,1625
7764,-770,-3482,-108,-12,-4,7764,-770,-3482,-108,-12,-4,-667,5331,5938,43,39,18,-667,5331,5938,43,39,18,1626
7761,-780,-3470,-110,-13,-2,7761,-780,-3470,-110,-13,-2,-641,5371,5969,40,54,14,-641,5371,5969,40,54,14,1624
7773,-770,-3454,-105,-17,-5,7773,-770,-3454,-105,-17,-5,-622,5312,5962,54,57,16,-622,5312,5962,54,57,16,1620
7768,-766,-3479,-107,-13,-3,7768,-766,-3479,-107,-13,-3,-689,5336,5943,51,62,12,-689,5336,5943,51,62,12,1624
7752,-773,-3448,-111,-12,-4,7752,-773,-3448,-111,-12,-4,-635,5362,5954,45,55,9,-635,5362,5954,45,55,9,1622
7790,-790,-3455,-112,-11,-4,7790,-790,-3455,-112,-11,-4,-647,5353,5972,52,53,1,-647,5353,5972,52,53,1,1620
7724,-783,-3440,-111,-12,-2,7724,-783,-3440,-111,-12,-2,-636,5319,5924,55,60,16,-636,5319,5924,55,60,16,1610
7771,-770,-3464,-112,-10,-2,7771,-770,-3464,-112,-10,-2,-648,5336,5970,57,49,11,-648,5336,5970,57,49,11,1624
7782,-756,-3432,-112,-12,-3,7782,-756,-3432,-112,-12,-3,-651,5351,5973,19,48,35,-651,5351,5973,19,48,35,1615
7753,-742,-3426,-110,-12,-3,7753,-742,-3426,-110,-12,-3,-649,5404,5957,71,59,1,-649,5404,5957,71,59,1,1616
7747,-793,-3463,-110,-13,-1,7747,-793,-3463,-110,-13,-1,-675,5352,6003,57,57,7,-675,5352,6003,57,57,7,1625
7767,-768,-3455,-113,-10,-3,7767,-768,-3455,-113,-10,-3,-649,5356,5951,56,58,6,-649,5356,5951,56,58,6,1625
7759,-768,-3475,-107,-12,-2,7759,-768,-3475,-107,-12,-2,-668,5377,5942,50,51,16,-668,5377,5942,50,51,16,1620
7771,-780,-3469,-109,-14,-4,7771,-780,-3469,-109,-14,-4,-668,5388,5992,57,40,5,-668,5388,5992,57,40,5,1618
7746,-773,-3447,-112,-12,-2,7746,-773,-3447,-112,-12,-2,-655,5385,5987,45,51,12,-655,5385,5987,45,51,12,1622
7773,-754,-3472,-108,-13,-2,7773,-754,-3472,-108,-13,-2,-639,5347,5939,37,45,35,-639,5347,5939,37,45,35,1618
7753,-769,-3438,-108,-14,-3,7753,-769,-3438,-108,-14,-3,-644,5352,5943,50,31,15,-644,5352,5943,50,31,15,1613
7785,-785,-3445,-112,-10,-4,7785,-785,-3445,-112,-10,-4,-642,5388,5913,50,55,-1,-642,5388,5913,50,55,-1,1622
7767,-753,-3442,-109,-10,-2,7767,-753,-3442,-109,-10,-2,-636,5374,5973,58,38,7,-636,5374,5973,58,38,7,1621
7758,-760,-3431,-113,-11,-3,7758,-760,-3431,-113,-11,-3,-669,5348,5976,55,60,5,-669,5348,5976,55,60,5,1623
7766,-785,-3445,-111,-10,-6,7766,-785,-3445,-111,-10,-6,-668,5367,5977,55,51,5,-668,5367,5977,55,51,5,1624
7766,-768,-3449,-110,-12,-5,7766,-768,-3449,-110,-12,-5,-674,5332,5983,42,50,20,-674,5332,5983,42,50,20,1622
7740,-766,-3444,-116,-7,-1,7740,-766,-3444,-116,-7,-1,-629,5374,5959,50,54,2,-629,5374,5959,50,54,2,1622
7765,-736,-3454,-110,-12,-1,7765,-736,-3454,-110,-12,-1,-667,5345,5953,45,40,12,-667,5345,5953,45,40,12,1621
7766,-761,-3469,-105,-15,-5,7766,-761,-3469,-105,-15,-5,-640,5348,5923,36,44,33,-640,5348,5923,36,44,33,1620
7770,-767,-3480,-113,-11,-3,7770,-767,-3480,-113,-11,-3,-612,5307,5895,32,49,11,-612,5307,5895,32,49,11,1615
7768,-753,-3462,-104,-12,-6,7768,-753,-3462,-104,-12,-6,-668,5373,6000,52,48,-6,-668,5373,6000,52,48,-6,1619
7767,-761,-3474,-111,-10,-4,7767,-761,-3474,-111,-10,-4,-650,5358,5960,51,51,10,-650,5358,5960,51,51,10,1625
7769,-779,-3439,-104,-14,-4,7769,-779,-3439,-104,-14,-4,-643,5344,5966,65,65,-2,-643,5344,5966,65,65,-2,1616
7773,-775,-3463,-114,-12,-4,7773,-775,-3463,-114,-12,-4,-674,5322,5961,46,41,15,-674,5322,5961,46,41,15,1625
7749,-780,-3455,-106,-14,-3,7749,-780,-3455,-106,-14,-3,-650,5339,5936,70,58,-3,-650,5339,5936,70,58,-3,1620
7763,-781,-3435,-107,-15,-4,7763,-781,-3435,-107,-15,-4,-627,5367,5941,82,48,-19,-627,5367,5941,82,48,-19,1620
7772,-756,-3479,-113,-11,-2,7772,-756,-3479,-113,-11,-2,-664,5326,5920,55,64,17,-664,5326,5920,55,64,17,1620
7759,-783,-3492,-111,-12,-2,7759,-783,-3492,-111,-12,-2,-666,5371,5953,55,55,9,-666,5371,5953,55,55,9,1625
7754,-789,-3433,-105,-14,-4,7754,-789,-3433,-105,-14,-4,-657,5324,5928,40,47,20,-657,5324,5928,40,47,20,1620
7767,-778,-3426,-114,-10,-2,7767,-778,-3426,-114,-10,-2,-681,5350,5966,52,55,17,-681,5350,5966,52,55,17,1625
7774,-758,-3419,-111,-11,-3,7774,-758,-3419,-111,-11,-3,-604,5368,5973,40,67,12,-604,5368,5973,40,67,12,1620
7759,-778,-3472,-109,-11,-2,7759,-778,-3472,-109,-11,-2,-705,5339,5979,45,47,14,-705,5339,5979,45,47,14,1625
7760,-751,-3470,-110,-12,-3,7760,-751,-3470,-110,-12,-3,-664,5346,5931,41,48,8,-664,5346,5931,41,48,8,1620
7762,-774,-3452,-109,-13,-3,7762,-774,-3452,-109,-13,-3,-632,5335,5956,61,25,1,-632,5335,5956,61,25,1,1612
7773,-882,-3420,-109,-14,-3,7773,-882,-3420,-109,-14,-3,-657,5360,5942,43,45,15,-657,5360,5942,43,45,15,1621
7771,-758,-3468,-106,-12,-6,7771,-758,-3468,-106,-12,-6,-675,5361,6003,53,45,-3,-675,5361,6003,53,45,-3,1619
7744,-780,-3425,-117,-7,-3,7744,-780,-3425,-117,-7,-3,-700,5398,5996,51,58,15,-700,5398,5996,51,58,15,1625
7790,-769,-3443,-110,-14,-2,7790,-769,-3443,-110,-14,-2,-644,5342,5934,72,65,-14,-644,5342,5934,72,65,-14,1618
7770,-758,-3474,-110,-13,-3,7770,-758,-3474,-110,-13,-3,-672,5293,5992,63,55,-8,-672,5293,5992,63,55,-8,1621
7782,-762,-3416,-107,-13,-2,7782,-762,-3416,-107,-13,-2,-636,5315,5980,65,60,16,-636,5315,5980,65,60,16,1621
7777,-759,-3467,-112,-11,-3,7777,-759,-3467,-112,-11,-3,-630,5364,5959,44,51,10,-630,5364,5959,44,51,10,1621
7771,-778,-3449,-113,-10,-3,7771,-778,-3449,-113,-10,-3,-630,5332,5974,58,56,12,-630,5332,5974,58,56,12,1611
7739,-760,-3492,-112,-11,-3,7739,-760,-3492,-112,-11,-3,-646,5365,5978,51,44,7,-646,5365,5978,51,44,7,1626
7755,-777,-3465,-113,-13,-2,7755,-777,-3465,-113,-13,-2,-659,5375,6027,45,53,13,-659,5375,6027,45,53,13,1624
7763,-774,-3462,-108,-11,-4,7763,-774,-3462,-108,-11,-4,-617,5356,5969,64,30,16,-617,5356,5969,64,30,16,1613
7771,-771,-3444,-115,-11,-3,7771,-771,-3444,-115,-11,-3,-635,5310,6000,62,51,10,-635,5310,6000,62,51,10,1611
7768,-755,-3401,-111,-13,-4,7768,-755,-3401,-111,-13,-4,-611,5288,5941,53,63,4,-611,5288,5941,53,63,4,1620
7774,-753,-3408,-112,-13,-4,7774,-753,-3408,-112,-13,-4,-616,5295,5936,50,60,5,-616,5295,5936,50,60,5,1620
7746,-744,-3451,-108,-15,-4,7746,-744,-3451,-108,-15,-4,-672,5324,5929,60,48,-2,-672,5324,5929,60,48,-2,1620
7758,-785,-3432,-115,-11,-3,7758,-785,-3432,-115,-11,-3,-602,5335,5959,67,58,6,-602,5335,5959,67,58,6,1615
7760,-773,-3474,-110,-15,-3,7760,-773,-3474,-110,-15,-3,-626,5391,5964,69,78,-7,-626,5391,5964,69,78,-7,1616
7787,-761,-3433,-110,-13,-3,7787,-761,-3433,-110,-13,-3,-642,5343,5952,44,42,13,-642,5343,5952,44,42,13,1621
7783,-761,-3483,-111,-11,-5,7783,-761,-3483,-111,-11,-5,-669,5381,5925,46,53,9,-669,5381,5925,46,53,9,1621
7783,-759,-3470,-112,-11,-3,7783,-759,-3470,-112,-11,-3,-638,5360,5958,44,51,10,-638,5360,5958,44,51,10,1621
7773,-739,-3429,-117,-12,-5,7773,-739,-3429,-117,-12,-5,-590,5390,5911,66,66,-8,-590,5390,5911,66,66,-8,1615
7757,-787,-3454,-108,-15,-3,7757,-787,-3454,-108,-15,-3,-620,5357,5930,82,47,-19,-620,5357,5930,82,47,-19,1620
7766,-771,-3472,-109,-12,-2,7766,-771,-3472,-109,-12,-2,-675,5366,5971,39,51,18,-675,5366,5971,39,51,18,1621
7758,-760,-3463,-111,-12,-2,7758,-760,-3463,-111,-12,-2,-671,5410,5954,51,51,3,-671,5410,5954,51,51,3,1621
7773,-791,-3438,-112,-12,-5,7773,-791,-3438,-112,-12,-5,-636,5376,5985,58,76,2,-636,5376,5985,58,76,2,1621
7759,-753,-3460,-105,-10,-4,7759,-753,-3460,-105,-10,-4,-659,5346,5937,48,40,12,-659,5346,5937,48,40,12,1625
7768,-760,-3442,-113,-15,-3,7768,-760,-3442,-113,-15,-3,-623,5422,5944,49,43,8,-623,5422,5944,49,43,8,1615
7754,-760,-3432,-111,-11,-1,7754,-760,-3432,-111,-11,-1,-667,5334,5972,51,50,9,-667,5334,5972,51,50,9,1622
7773,-764,-3466,-109,-15,-3,7773,-764,-3466,-109,-15,-3,-654,5397,5979,28,48,22,-654,5397,5979,28,48,22,1620
7758,-793,-3448,-112,-11,-4,7758,-793,-3448,-112,-11,-4,-665,5382,5986,65,77,1,-665,5382,5986,65,77,1,1622
7786,-767,-3466,-111,-13,-1,7786,-767,-3466,-111,-13,-1,-642,5329,5964,72,66,-15,-642,5329,5964,72,66,-15,1618
7755,-778,-3413,-116,-9,-2,7755,-778,-3413,-116,-9,-2,-699,5380,5991,51,57,16,-699,5380,5991,51,57,16,1625
7764,-752,-3453,-112,-12,-3,7764,-752,-3453,-112,-12,-3,-617,5412,5974,72,81,-9,-617,5412,5974,72,81,-9,1616
7753,-788,-3462,-111,-11,-1,7753,-788,-3462,-111,-11,-1,-649,5345,5998,37,45,21,-649,5345,5998,37,45,21,1622
7768,-771,-3465,-109,-12,-3,7768,-771,-3465,-109,-12,-3,-658,5309,5952,53,45,14,-658,5309,5952,53,45,14,1625
7757,-771,-3452,-107,-13,-4,7757,-771,-3452,-107,-13,-4,-657,5335,5974,62,44,2,-657,5335,5974,62,44,2,1621
7764,-773,-3437,-114,-11,-4,7764,-773,-3437,-114,-11,-4,-622,5366,5964,59,29,16,-622,5366,5964,59,29,16,1613
7747,-769,-3462,-108,-12,-4,7747,-769,-3462,-108,-12,-4,-630,5389,6008,56,53,0,-630,5389,6008,56,53,0,1620
7762,-756,-3441,-111,-12,-3,7762,-756,-3441,-111,-12,-3,-629,5332,5950,43,54,7,-629,5332,5950,43,54,7,1621
7788,-761,-3473,-113,-12,-2,7788,-761,-3473,-113,-12,-2,-648,5356,5957,45,51,10,-648,5356,5957,45,51,10,1622
7759,-767,-3430,-111,-13,-3,7759,-767,-3430,-111,-13,-3,-646,5347,5943,71,26,-5,-646,5347,5943,71,26,-5,1621
7781,-755,-3478,-111,-11,-1,7781,-755,-3478,-111,-11,-1,-693,5366,5944,51,61,10,-693,5366,5944,51,61,10,1624
7770,-754,-3439,-111,-10,-1,7770,-754,-3439,-111,-10,-1,-640,5373,5964,58,35,7,-640,5373,5964,58,35,7,1621
7768,-773,-3434,-103,-14,-4,7768,-773,-3434,-103,-14,-4,-644,5346,5966,65,64,-2,-644,5346,5966,65,64,-2,1616
7757,-748,-3468,-109,-12,-1,7757,-748,-3468,-109,-12,-1,-670,5376,5994,39,46,16,-670,5376,5994,39,46,16,1622
7756,-780,-3486,-116,-12,-3,7756,-780,-3486,-116,-12,-3,-657,5330,5963,42,43,10,-657,5330,5963,42,43,10,1624
7748,-768,-3494,-109,-12,-5,7748,-768,-3494,-109,-12,-5,-657,5363,5966,51,45,9,-657,5363,5966,51,45,9,1625
